,BIEN_SERVICIO,COSTO_BIEN,ESTADO_PROCESAL,ESTADO_UA,FECHA_FIN,FECHA_INGRESO,GIRO,ID_EXP,MEDIO_INGRESO,MODALIDAD_COMPRA,MODALIDAD_PAGO,MOTIVO_RECLAMACION,NOMBRE_COMERCIAL,PROBLEMA_ESPECIAL,PROCEDIMIENTO,PROVEEDOR,RECLAMADO,RECUPERADO,SECTOR,TIPO_CONCILIACION,TIPO_PRODUCTO,TIPO_RECLAMACION,UA
329,Bien,1877.8,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134078,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1877.8,1877.8,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
330,Bien,5099.15,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tienda departamental,2015_134066,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",5099.15,5099.15,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
331,Bien,9498.99,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134063,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",9498.99,11398.78,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
332,Bien,14298,Conciliada,DISTRITO FEDERAL,29-01-2016,17-12-2015,Tiendas de autoservicio,2015_134047,Internet,Por internet,Plazos,Negativa a la entrega del producto o servicio,WAL MART,Buen Fin 2015,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",14298,14298,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
333,Bien,8584.2,Conciliada,DISTRITO FEDERAL,08-02-2016,17-12-2015,Tienda departamental,2015_134106,Internet,Por internet,,Negativa a la devolución de depósito,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",8584.2,8584.2,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
334,Servicio,964,Conciliada,DISTRITO FEDERAL,09-06-2016,17-12-2015,Suministrador de energía eléctrica,2015_137978,Personal,A domicilio,Contado,Negativa a corregir errores de cobro,CFE,No problema especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Poniente
335,Bien,29500,Conciliada,DISTRITO FEDERAL,09-06-2016,17-12-2015,Mueblería,2015_132439,Personal,Imposición del proveedor,Contado,Prácticas coercitivas o desleales de venta,YAZMIN DIAZ,No problema especial,Queja,YAZMIN DIAZ,29500,29500,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,Trato o servicio al cliente,Centro
336,Bien,2609,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Tienda especializada en productos electrónicos,2015_137659,Escrito,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,"KING INSTRUMENTS, SA DE CV",No problema especial,Queja,"KING INSTRUMENTS, SA DE CV",2609,2609,TIENDA ESPECIALIZADA EN PRODUCTOS ELECTRÓNICOS,Turnada a Concil Person p/seg,Producto nuevo,Ausencia de Información al consumidor sobre el producto o servicio,Oriente
337,Bien,2609,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Fabricación de maquinaria,2015_137659,Escrito,En establecimiento físico,Contado,Negativa a hacer efectiva la garantía,"COOPER TOOLS DE MEXICO, S DE RL DE C",No problema especial,Queja,"COOPER TOOLS DE MEXICO, S DE RL DE C",2609,2609,FABRICACIÓN DE MAQUINARIA,Turnada a Concil Person p/seg,Producto nuevo,Ausencia de Información al consumidor sobre el producto o servicio,Oriente
338,Bien,137800,Conciliada,DISTRITO FEDERAL,21-06-2016,17-12-2015,Agencia y concesionaria de motocicletas,2015_132450,Personal,Imposición del proveedor,Contado,Prácticas coercitivas o desleales de venta,"SANVI POLANCO, SA DE CV",No problema especial,Queja,"SANVI POLANCO, SA DE CV",137800,137800,AGENCIA Y CONCESIONARIA DE MOTOCICLETAS,Turnada a Concil Person p/seg,Servicio normal,Trato o servicio al cliente,Centro
339,Servicio,91224,Conciliada,DISTRITO FEDERAL,27-05-2016,17-12-2015,Empresas de tiempo compartido,2015_132452,Personal,En establecimiento físico,Plazos,Producto o servicio equivocado,GRUPO ROYAL HOLIDAY,No problema especial,Queja,"TRAVEL EXPERIENCE, SA DE CV",0,0,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Centro
340,Bien,3599,Conciliada,DISTRITO FEDERAL,20-05-2016,17-12-2015,Tienda de ropa,2015_137975,Personal,En establecimiento físico,Contado,Negativa a la devolución de depósito,"TRIMAR, SA DE CV",No problema especial,Queja,"TRIMAR, SA DE CV",3599,0,TIENDA DE ROPA,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Poniente
341,Bien,795,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Tienda departamental,2015_134113,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",795,795,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
342,Bien,13700,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Tienda departamental,2015_134075,Internet,En establecimiento físico,,Producto o servicio no solicitado o autorizado,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",13700,13700,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
343,Servicio,406,Conciliada,DISTRITO FEDERAL,19-01-2016,17-12-2015,Empresa de autotransporte de carga,2015_134056,Internet,Por correo,,Negativa a cambio o devolución,AUTOBUSES LA PIEDAD,No problema Especial,Queja,"AUTOBUSES DE LA PIEDAD, SA DE CV",406,406,EMPRESA DE AUTOTRANSPORTE DE CARGA,Turnada a Concil Medios Elec.,Servicio normal,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
344,Bien,18300,Conciliada,DISTRITO FEDERAL,22-01-2016,17-12-2015,Tienda departamental,2015_134065,Internet,En establecimiento físico,,Intereses,COPPEL,No problema Especial,Queja,"COPPEL, SA DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
345,Servicio,1725,Conciliada,DISTRITO FEDERAL,21-01-2016,17-12-2015,Aerolínea comercial,2015_134111,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,AEROMÉXICO,No problema Especial,Queja,"AEROVIAS DE MEXICO, SA DE CV",2322,1000,TURÍSTICO,Turnada a Concil Medios Elec.,Servicio normal,Entrega del producto o servicio,Dirección de Concilianet
346,Bien,915.81,Conciliada,DISTRITO FEDERAL,18-01-2016,17-12-2015,Tienda departamental,2015_134080,Internet,Por internet,,Negativa a la devolución de depósito,HOME DEPOT,No problema Especial,Queja,"HOME DEPOT MEXICO, S DE RL DE CV",915.81,915.81,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
347,Bien,5499,Conciliada,DISTRITO FEDERAL,11-01-2016,17-12-2015,Tiendas de autoservicio,2015_134084,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",5499,5499,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
348,Bien,3519.2,Conciliada,DISTRITO FEDERAL,11-01-2016,17-12-2015,Tienda departamental,2015_134049,Internet,Por internet,Plazos,Negativa a la entrega del producto o servicio,LIVERPOOL,Buen Fin 2015,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3519.2,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
349,Bien,1307.79,Conciliada,DISTRITO FEDERAL,07-01-2016,17-12-2015,Tienda departamental,2015_134102,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1307.79,1307.79,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
350,Bien,1559.4,Conciliada,DISTRITO FEDERAL,07-01-2016,17-12-2015,Tienda departamental,2015_134098,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",1559.4,1559.4,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
351,Servicio,8312.05,Conciliada,DISTRITO FEDERAL,01-04-2016,17-12-2015,Empresa de telefonía celular,2015_132421,Personal,Imposición del proveedor,Contado,Por alteración de precio o tarifa máximo u oficial,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",No problema especial,Queja,"AT&amp;T; COMERCIALIZACION MOVIL, S DE RL DE CV",0,6812,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
352,Servicio,69786,Conciliada,DISTRITO FEDERAL,13-04-2016,16-12-2015,Empresa de telefonía celular,2015_137969,Personal,Imposición del proveedor,Contado,Producto o servicio no solicitado o autorizado,"AT&amp;T; COMUNICACIONES DIGITALES, S DE RL DE CV",No problema especial,Queja,"AT&amp;T; COMUNICACIONES DIGITALES, S DE RL DE CV",69786,69786,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Producto nuevo,Cobro indebido,Poniente
353,Bien,20790,Conciliada,DISTRITO FEDERAL,04-03-2016,16-12-2015,Mueblería,2015_137966,Personal,En establecimiento físico,Plazos,Incumplimiento de plazos para la entrega del prod. o serv.,"DIVERSIDAD PARA EL HOGAR, SA DE CV",No problema especial,Queja,"DIVERSIDAD PARA EL HOGAR, SA DE CV",20790,20790,MUEBLERO,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Poniente
354,Bien,30000,Conciliada,DISTRITO FEDERAL,04-03-2016,16-12-2015,Escuela de idiomas privado,2015_137952,Personal,En establecimiento físico,Plazos,Negativa a la rescisión del contrato,"LEARNEX DE MEXICO, SA DE CV",No problema especial,Queja,"LEARNEX DE MEXICO, SA DE CV",3000,2700,ESCUELA DE IDIOMAS PRIVADO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Poniente
355,Bien,1600,Conciliada,DISTRITO FEDERAL,03-03-2016,16-12-2015,Taller mecánico (taller de reparación y mantenimiento de autos y camiones),2015_137632,Personal,En establecimiento físico,Contado,Negativa a cambio o devolución,"EQUIPOS Y CONVERTIDORES PARA GAS LP FENIX, SA DE CV",No problema especial,Queja,"EQUIPOS Y CONVERTIDORES PARA GAS LP FENIX, SA DE CV",1600,1200,TALLER MECÁNICO,Turnada a Concil Person p/seg,Producto nuevo,"Cambios, devoluciones o bonificaciones",Oriente
356,Servicio,13378,Conciliada,DISTRITO FEDERAL,03-03-2016,16-12-2015,Suministrador de energía eléctrica,2015_137628,Personal,En establecimiento físico,Contado,Uso fraudulento,CFE,Cobro Estimado-CFE,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Oriente
357,Servicio,5499,Conciliada,DISTRITO FEDERAL,25-02-2016,16-12-2015,Tiendas de autoservicio,2015_135832,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,WAL MART,No problema especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",5499,5499,TIENDAS DE AUTOSERVICIO,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,La Villa
358,Servicio,3707,Conciliada,DISTRITO FEDERAL,02-03-2016,16-12-2015,Suministrador de energía eléctrica,2015_134028,Internet,En establecimiento físico,,Negativa a bonificación,CFE,No problema Especial,Queja,COMISION FEDERAL DE ELECTRICIDAD,3707,7414,ELECTRICIDAD,Turnada a Concil Medios Elec.,Servicio normal,Cobro indebido,Dirección de Concilianet
359,Bien,3599,Conciliada,DISTRITO FEDERAL,17-02-2016,16-12-2015,Ventas por internet,2015_135831,Escrito,Por internet,Contado,Negativa a la entrega del producto o servicio,GAIA DESIGN,No problema especial,Queja,GAIA DESIGN,0,0,VENTAS POR INTERNET,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,La Villa
360,Servicio,20000,Conciliada,DISTRITO FEDERAL,17-02-2016,16-12-2015,Carpintero,2015_135829,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,ROSENDO MARTINEZ PROPIETARIO DE SESART CLOSETS Y COCINAS,No problema especial,Queja,ROSENDO MARTINEZ PROPIETARIO DE SESART CLOSETS Y COCINAS,10000,10000,CARPINTERO,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,La Villa
361,Servicio,20000,Conciliada,DISTRITO FEDERAL,17-02-2016,16-12-2015,"Hospital, clínicas y sanatorios",2015_135829,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,DENTAL PAEZ,No problema especial,Queja,DENTAL PAEZ,10000,10000,"HOSPITAL, CLÍNICAS Y SANATORIOS",Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,La Villa
362,Servicio,1950,Conciliada,DISTRITO FEDERAL,16-02-2016,16-12-2015,Empresa de servicios de limpieza,2015_135826,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,"CENTRO DE OPERACIONES ALCAMARE, S DE RL DE CV",No problema especial,Queja,"CENTRO DE OPERACIONES ALCAMARE, S DE RL DE CV",1950,1950,EMPRESA DE SERVICIOS DE LIMPIEZA,Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,La Villa
363,Bien,3354.11,Conciliada,DISTRITO FEDERAL,16-02-2016,16-12-2015,Perfumería,2015_135824,Escrito,Imposición del proveedor,Contado,Negativa a la entrega del producto o servicio,"NATURA DISTRIBUIDORA DE MEXICO, SA DE CV",No problema especial,Queja,"NATURA DISTRIBUIDORA DE MEXICO, SA DE CV",0,0,PERFUMERÍA,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,La Villa
364,Bien,2098,Conciliada,DISTRITO FEDERAL,19-02-2016,16-12-2015,Zapatería,2015_137963,Personal,En establecimiento físico,Plazos,Negativa a corregir errores de cobro,"COMERCIAL ANFIBIO, SA DE CV",No problema especial,Queja,"COMERCIAL ANFIBIO, SA DE CV",0,420,ZAPATERÍA,Turnada a Concil Person p/seg,Producto nuevo,Cobro indebido,Poniente
365,Bien,0,Conciliada,DISTRITO FEDERAL,08-07-2016,16-12-2015,Empresa de telefonía celular,2015_132419,Personal,En establecimiento físico,Contado,Defectos de fabricación,TELCEL,No problema especial,Queja,"RADIOMOVIL DIPSA, SA DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Garantías,Centro
366,Bien,0,Conciliada,DISTRITO FEDERAL,08-07-2016,16-12-2015,Otros servicios de telecomunicaciones,2015_132419,Personal,En establecimiento físico,Contado,Defectos de fabricación,SONY ERICSSON,No problema especial,Queja,"SONY MOBILE COMMUNICATIONS MEXICO, SA DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Garantías,Centro
367,Servicio,69930,Conciliada,DISTRITO FEDERAL,21-09-2016,16-12-2015,Agencias de viajes y servicios de reservaciones,2015_132417,Escrito,En establecimiento físico,Contado,Contiene cláusulas abusivas,RCI TRAVEL,No problema especial,Queja,"RESORT CONDOMINIUMS INTERNATIONAL DE MEXICO, S DE RL DE CV",0,297352.24,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
368,Servicio,69930,Conciliada,DISTRITO FEDERAL,21-09-2016,16-12-2015,Empresas de tiempo compartido,2015_132417,Escrito,En establecimiento físico,Contado,Contiene cláusulas abusivas,UNLIMITED VACATION CLUB (UVC),No problema especial,Queja,"CLUB DE DESCUENTOS VACACIONALES MX, S DE RL DE CV",0,297352.24,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,Contratos,Centro
369,Servicio,0,Conciliada,DISTRITO FEDERAL,01-06-2016,16-12-2015,Empresa de telefonía celular,2015_132398,Personal,En establecimiento físico,Contado,Negativa a corregir errores de cobro,MOVISTAR,No problema especial,Queja,"PEGASO PCS, SA DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
370,Servicio,0,Conciliada,DISTRITO FEDERAL,03-08-2016,16-12-2015,Tienda departamental,2015_132395,Personal,En establecimiento físico,Contado,Negativa a corregir errores de cobro,COPPEL,No problema especial,Queja,"COPPEL, SA DE CV",0,16500,TIENDA DEPARTAMENTAL,Turnada a Concil Person p/seg,Servicio normal,Cobro indebido,Centro
371,Bien,0,Conciliada,DISTRITO FEDERAL,30-05-2016,16-12-2015,Otros servicios de telecomunicaciones,2015_132390,Personal,En establecimiento físico,Contado,Defectos de fabricación,SAMSUNG ELECTRONICS,No problema especial,Queja,"SAMSUNG ELECTRONICS MEXICO, SA DE CV",0,0,TELECOMUNICACIONES,Turnada a Concil Person p/seg,Producto nuevo,Garantías,Centro
372,Bien,2998,Conciliada,DISTRITO FEDERAL,27-01-2016,16-12-2015,Tiendas de autoservicio,2015_134032,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2998,2998,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
373,Bien,3065.12,Conciliada,DISTRITO FEDERAL,27-01-2016,16-12-2015,Tiendas de autoservicio,2015_134029,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3065.12,3065.12,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
374,Bien,2314.08,Conciliada,DISTRITO FEDERAL,27-01-2016,16-12-2015,Tiendas de autoservicio,2015_134023,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2314.08,2776.88,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
375,Bien,1780,Conciliada,DISTRITO FEDERAL,27-01-2016,16-12-2015,Tiendas de autoservicio,2015_134016,Internet,Por internet,,Incumplimiento de plazos para la entrega del prod. o serv.,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",1780,2139,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
376,Bien,4065.09,Conciliada,DISTRITO FEDERAL,28-01-2016,16-12-2015,Tiendas de autoservicio,2015_134046,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",4065.09,4565.09,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
377,Bien,541,Conciliada,DISTRITO FEDERAL,28-01-2016,16-12-2015,Tienda departamental,2015_134043,Internet,Por internet,,Modificación del precio convenido o presupuestado,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",318,318,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
378,Bien,3490,Conciliada,DISTRITO FEDERAL,28-01-2016,16-12-2015,Tiendas de autoservicio,2015_134035,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",3490,3490,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
379,Bien,7490,Conciliada,DISTRITO FEDERAL,28-01-2016,16-12-2015,Tiendas de autoservicio,2015_134033,Internet,Por internet,,Negativa a cambio o devolución,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",7490,7490,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
380,Servicio,90,Conciliada,DISTRITO FEDERAL,25-01-2016,16-12-2015,Aerolínea comercial,2015_134031,Internet,En establecimiento físico,,Negativa a cambio o devolución,AEROMÉXICO,No problema Especial,Queja,"AEROVIAS DE MEXICO, SA DE CV",1500,1500,TURÍSTICO,Turnada a Concil Medios Elec.,Servicio normal,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
381,Bien,2990,Conciliada,DISTRITO FEDERAL,25-01-2016,16-12-2015,Tiendas de autoservicio,2015_134027,Internet,Por internet,,Negativa a la devolución de depósito,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",2990,2990,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
382,Bien,6831.4,Conciliada,DISTRITO FEDERAL,25-01-2016,16-12-2015,Tienda departamental,2015_134020,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",6831.4,6831.4,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
383,Bien,3382.15,Conciliada,DISTRITO FEDERAL,25-01-2016,16-12-2015,Tienda departamental,2015_134019,Internet,Por internet,,Producto o servicio equivocado,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",3382.15,3382.15,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
384,Bien,2007.2,Conciliada,DISTRITO FEDERAL,25-01-2016,16-12-2015,Tienda departamental,2015_134013,Internet,Por internet,,Negativa a la entrega del producto o servicio,LIVERPOOL,No problema Especial,Queja,"DISTRIBUIDORA LIVERPOOL, SA DE CV",2007.2,3499,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
385,Bien,3498,Conciliada,DISTRITO FEDERAL,26-01-2016,16-12-2015,Tiendas de autoservicio,2015_134036,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",1499,1499,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
386,Bien,1420,Conciliada,DISTRITO FEDERAL,26-01-2016,16-12-2015,Tiendas de autoservicio,2015_134018,Internet,Por internet,,Negativa a la entrega del producto o servicio,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",1110,1110,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
387,Bien,17314.25,Conciliada,DISTRITO FEDERAL,29-01-2016,16-12-2015,Tiendas de autoservicio,2015_134030,Internet,Por internet,,Negativa a cambio o devolución,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",17314.25,17314.25,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,"Cambios, devoluciones o bonificaciones",Dirección de Concilianet
388,Bien,5999,Conciliada,DISTRITO FEDERAL,29-01-2016,16-12-2015,Tiendas de autoservicio,2015_134022,Internet,A domicilio,,Penalización por causa imputable al proveedor,WAL MART,No problema Especial,Queja,"NUEVA WAL MART DE MEXICO, S DE RL DE CV",5999,0,TIENDAS DE AUTOSERVICIO,Turnada a Concil Medios Elec.,Producto nuevo,Cobro indebido,Dirección de Concilianet
389,Servicio,19011.86,Conciliada,DISTRITO FEDERAL,03-06-2016,16-12-2015,Agencias de viajes y servicios de reservaciones,2015_139337,Personal,Por internet,Contado,Negativa a la devolución de depósito,BEST DAY,No problema especial,Queja,"VIAJES BEDA, SA DE CV",0,1500,TURÍSTICO,Turnada a Concil Person p/seg,Servicio normal,"Cambios, devoluciones o bonificaciones",Sur
390,Servicio,20700,Conciliada,DISTRITO FEDERAL,24-05-2016,16-12-2015,"Hospital, clínicas y sanatorios",2015_132416,Personal,En establecimiento físico,Contado,Negativa a la entrega del producto o servicio,"SALUCLINIC, SAPI DE CV",No problema especial,Queja,"SALUCLINIC, SAPI DE CV",0,4174,"HOSPITAL, CLÍNICAS Y SANATORIOS",Turnada a Concil Person p/seg,Servicio normal,Entrega del producto o servicio,Centro
391,Bien,720000,Conciliada,DISTRITO FEDERAL,02-06-2016,16-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_139332,Personal,En establecimiento físico,Autofinanciamiento,Negativa a la entrega del producto o servicio,ARA,No problema especial,Queja,"CONSORCIO DE INGENIERIA INTEGRAL, SA DE CV",0,0,INMOBILIARIO,Turnada a Concil Person p/seg,Producto nuevo,Entrega del producto o servicio,Sur
392,Servicio,23654,Conciliada,DISTRITO FEDERAL,21-06-2016,16-12-2015,Suministrador de energía eléctrica,2015_137630,Personal,En establecimiento físico,Contado,Cobro de cuota extraordinaria,CFE,Cobro Estimado-CFE,Queja,COMISION FEDERAL DE ELECTRICIDAD,0,0,ELECTRICIDAD,Turnada a Concil Person p/seg,Servicio adicional o conexo,Cobro indebido,Oriente
393,Bien,1797000,Conciliada,DISTRITO FEDERAL,21-06-2016,16-12-2015,"Corredor de bienes raíces, inmobiliaria o constructoras",2015_132414,Personal,Imposición del proveedor,Plazos,Negativa a hacer efectiva la garantía,"GRUPO DV, SA DE CV",No problema especial,Queja,"GRUPO DV, SA DE CV",0,0,INMOBILIARIO,Turnada a Concil Person p/seg,Servicio normal,Garantías,Centro
394,Bien,4499,Conciliada,DISTRITO FEDERAL,19-01-2016,16-12-2015,Tienda departamental,2015_134039,Internet,En establecimiento físico,,Negativa a la entrega del producto o servicio,HOME DEPOT,No problema Especial,Queja,"HOME DEPOT MEXICO, S DE RL DE CV",0,0,TIENDA DEPARTAMENTAL,Turnada a Concil Medios Elec.,Producto nuevo,Entrega del producto o servicio,Dirección de Concilianet
